,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,TotalSF,SaleCondition,SalePrice
353,367,20,0,69.45,9500,0,0,1,0,0,0,0,0,0,0,0,2,6,5,1963,1963,0,0,1,4,0,247.0,0,0,0,1,0,0,0,609,0,0,785,0,1,0,0,0,1394,1,0,1,1,3,1,0,6,0,2,3,0,1963.0,2,2,514,0,0,0,0,76,0,0,185,0,0,0,0,0,7,2009,0,2788,0,159000
354,1130,90,1,60.0,7200,0,1,0,0,0,0,0,11,0,0,1,3,5,5,1980,1980,0,0,5,5,0,180.0,0,0,0,1,0,1,1,936,0,0,0,0,0,0,0,0,936,1,0,1,0,2,1,0,4,0,0,2,1,1980.0,0,2,672,0,0,0,49,0,0,0,0,0,0,0,0,0,8,2007,0,1872,0,140000
355,1207,20,3,69.45,8900,0,0,0,0,0,0,0,7,0,0,0,2,4,4,1966,1966,0,0,0,0,1,0.0,0,0,0,0,0,0,4,1056,0,0,0,0,0,0,0,0,1056,1,0,1,0,2,1,0,5,0,0,2,1,1966.0,0,1,384,0,0,0,0,42,0,0,0,0,0,1,0,0,11,2006,0,2112,0,107000
356,854,80,0,69.45,12095,0,0,1,0,0,2,0,0,0,0,0,1,6,6,1964,1964,0,0,5,0,0,115.0,0,1,0,0,0,1,4,564,0,0,563,0,0,0,0,0,1445,0,0,1,1,3,1,0,7,0,1,0,0,1964.0,2,2,645,0,0,0,180,0,0,0,0,0,0,1,0,0,8,2009,0,2572,0,158000
357,1177,20,0,37.0,6951,0,0,1,0,0,1,0,12,0,0,0,2,5,5,1984,1985,0,0,0,4,1,0.0,0,0,0,0,0,0,5,658,0,0,218,0,0,0,0,0,923,1,0,1,0,3,1,0,5,0,0,2,0,1984.0,0,1,264,0,0,0,362,0,0,0,0,0,0,1,0,0,10,2008,0,1799,0,119500
358,161,20,0,69.45,11120,0,0,1,0,0,1,0,19,0,0,0,2,6,6,1984,1984,0,0,1,4,1,0.0,0,0,1,1,0,0,0,660,0,0,572,0,0,0,0,0,1232,0,0,2,0,3,1,0,6,0,0,2,0,1984.0,0,2,516,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,0,2464,0,162500
359,1401,50,1,50.0,6000,0,0,0,0,0,2,0,4,0,0,0,4,6,7,1929,1950,0,0,9,8,1,0.0,0,0,2,0,0,0,2,0,0,0,862,0,0,0,0,0,1158,0,0,1,0,3,1,0,5,0,1,3,3,1929.0,2,1,208,0,0,0,0,0,112,0,0,0,0,0,0,0,7,2008,0,2020,0,120000
360,278,20,0,140.0,19138,0,0,0,0,0,2,0,6,0,0,0,2,4,5,1951,1951,0,0,2,2,1,0.0,0,0,0,0,0,0,6,120,0,0,744,0,2,0,0,0,864,0,0,1,0,2,1,0,4,0,0,2,1,1951.0,0,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2010,0,1728,0,141000
361,869,60,0,69.45,14762,0,0,2,0,0,2,0,6,3,0,0,0,5,6,1948,1950,0,0,1,4,1,0.0,0,0,3,2,1,2,3,0,1,0,0,0,1,0,0,53,2320,0,0,2,0,2,1,0,7,0,1,1,0,1979.0,0,2,672,0,0,2,120,144,0,0,0,0,0,0,0,0,5,2006,0,2267,0,169000
362,1263,50,0,69.45,11250,0,0,0,0,0,0,0,22,0,0,0,4,4,5,1957,1989,0,0,4,1,1,0.0,0,0,0,0,0,3,2,0,0,0,1104,0,2,0,2,0,1788,1,0,1,0,5,1,0,8,1,2,1,0,1957.0,0,1,304,0,0,0,120,0,0,0,0,0,0,0,0,0,11,2009,0,2892,0,161500
363,291,60,0,120.0,15611,0,0,0,0,0,0,0,1,0,0,0,0,8,5,2006,2006,0,0,2,2,1,0.0,1,0,1,1,0,3,2,0,0,0,1079,0,2,0,0,0,1919,0,0,2,1,3,1,2,8,0,1,3,0,2006.0,2,2,685,3,0,0,0,51,0,0,0,0,0,0,0,0,7,2006,1,2998,1,233230
364,1145,190,0,60.0,12180,0,0,0,0,0,0,0,5,0,0,3,4,4,4,1941,1950,0,0,5,5,1,0.0,0,2,2,1,0,0,0,348,0,0,324,3,3,1,2,0,924,1,0,1,0,2,1,3,5,0,0,2,1,1941.0,0,1,280,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2010,0,1596,0,80000
365,619,20,0,90.0,11694,0,0,0,0,0,0,0,8,0,0,0,2,9,5,2007,2007,1,0,7,9,0,452.0,2,0,1,3,0,3,1,48,0,0,1774,0,2,0,0,0,1828,0,0,2,0,3,1,2,9,0,1,3,0,2007.0,0,3,774,0,0,0,0,108,0,0,260,0,0,0,0,0,7,2007,1,3650,1,314813
366,793,60,0,92.0,9920,0,0,1,0,0,1,0,3,0,0,0,0,7,5,1996,1997,0,0,5,5,1,0.0,1,0,1,1,0,3,1,862,0,0,255,0,2,0,0,0,2013,1,0,2,1,3,1,0,8,0,1,1,0,1997.0,0,2,455,0,0,0,180,130,0,0,0,0,0,0,0,0,6,2007,0,3130,0,269790
367,484,120,1,32.0,4500,0,0,0,0,0,3,0,12,0,0,4,2,6,5,1998,1998,1,0,2,2,0,116.0,0,0,1,3,0,0,1,897,0,0,319,0,2,0,0,0,1216,1,0,2,0,2,1,0,5,0,0,2,0,1998.0,0,2,402,0,0,0,0,125,0,0,0,0,0,0,0,0,5,2006,0,2432,0,164000
368,1013,70,0,55.0,10592,0,0,0,0,0,0,0,15,0,0,0,0,6,7,1923,1996,1,0,4,1,1,0.0,0,1,1,0,3,0,2,0,0,0,602,0,0,0,0,0,1502,0,0,1,1,3,1,2,7,0,2,1,1,1923.0,0,1,180,0,0,0,96,0,112,0,53,0,0,0,0,0,8,2007,0,2104,0,165000
369,109,50,1,85.0,8500,0,0,0,0,0,2,0,14,2,0,0,4,5,7,1919,2005,0,0,7,9,1,0.0,0,0,0,0,0,0,2,0,0,0,793,1,0,1,1,0,1517,0,0,2,0,3,1,3,7,0,0,2,4,1919.0,3,0,0,1,0,1,0,0,144,0,0,0,0,0,0,0,8,2007,0,2310,0,115000
370,269,30,1,71.0,6900,0,0,0,0,0,0,0,14,0,0,0,2,5,6,1940,1955,0,0,2,2,1,0.0,0,0,0,0,0,0,5,403,5,125,212,0,2,0,0,0,778,0,0,1,0,2,1,0,4,0,1,3,1,1966.0,1,1,924,4,4,0,0,25,0,0,0,0,0,0,0,0,2,2008,0,1518,0,120500
371,1265,120,3,34.0,4060,0,0,0,0,0,0,0,0,0,0,2,2,6,5,1998,1999,0,0,5,5,1,0.0,1,0,1,1,0,0,1,266,0,0,1139,0,2,0,0,0,1337,1,0,2,0,2,1,2,5,0,0,2,0,1998.0,1,2,511,0,0,0,144,68,0,0,0,0,0,0,0,0,8,2008,4,2742,3,181000
372,617,60,0,69.45,7861,0,0,1,0,0,0,0,6,0,0,0,0,6,5,2002,2003,0,0,2,2,1,0.0,1,0,1,1,0,0,1,457,0,0,326,0,2,0,0,0,1509,1,0,2,1,3,1,2,7,0,1,3,0,2002.0,1,2,393,0,0,0,100,75,0,0,0,0,0,0,0,0,6,2006,0,2292,0,183200
373,981,85,0,69.45,12122,0,0,1,0,0,2,0,0,0,0,0,3,7,9,1961,2007,0,0,7,9,2,210.0,2,0,0,0,0,3,5,867,0,0,77,0,1,0,0,0,999,1,0,1,0,3,1,1,6,0,0,2,0,1961.0,2,2,588,0,0,0,144,76,0,0,0,0,0,0,0,0,7,2008,0,1943,0,178400
374,170,20,0,69.45,16669,0,0,1,0,0,2,0,2,0,0,0,2,8,6,1981,1981,1,2,1,4,0,653.0,1,0,0,1,0,0,2,0,0,0,1686,0,0,0,0,0,1707,0,0,2,1,2,1,0,6,0,1,1,0,1981.0,2,2,511,0,0,0,574,64,0,0,0,0,0,0,0,0,1,2006,0,3393,0,228000
375,1198,75,1,65.0,8850,0,0,1,2,0,2,0,11,0,0,0,7,7,6,1916,1950,0,0,5,5,1,0.0,0,0,2,0,0,0,2,0,0,0,815,0,2,0,0,0,1690,0,0,1,0,3,1,0,7,0,1,3,1,1916.0,0,1,225,0,0,0,0,0,330,0,0,0,0,0,0,0,7,2006,2,2505,0,144000
376,995,20,0,96.0,12456,0,0,0,0,0,3,0,8,0,0,0,2,10,5,2006,2007,1,0,7,9,2,230.0,2,0,1,3,0,1,1,1172,0,0,528,0,2,0,0,0,1718,1,0,2,0,3,1,1,7,0,1,3,0,2008.0,1,3,786,0,0,0,216,48,0,0,0,0,0,0,0,0,7,2009,0,3418,0,337500
377,505,160,0,24.0,2308,0,0,0,0,0,0,0,21,0,0,2,0,6,5,1974,1974,0,0,1,11,1,0.0,0,0,0,0,0,0,5,257,5,495,103,0,0,0,0,0,1322,0,1,2,1,3,1,0,6,0,1,0,0,1974.0,0,2,440,0,0,0,260,0,0,0,0,0,0,0,0,0,6,2009,0,2177,0,147000
378,152,20,0,107.0,13891,0,0,0,0,0,0,0,8,0,0,0,2,8,5,2007,2008,1,0,2,2,2,436.0,1,0,1,3,0,1,1,1400,0,0,310,0,2,0,0,0,1710,1,0,2,0,2,1,2,6,0,1,3,0,2007.0,2,3,866,0,0,0,0,102,0,0,0,0,0,0,0,0,1,2008,1,3420,1,372402
379,1087,160,1,69.45,1974,0,0,0,0,0,0,0,24,0,0,2,0,4,5,1973,1973,0,0,7,9,1,0.0,0,0,0,0,0,0,0,334,0,0,212,0,0,0,0,0,1092,0,0,1,1,3,1,0,6,0,0,2,0,1973.0,2,1,286,0,0,0,120,96,0,0,0,0,0,0,0,0,5,2010,0,1638,0,83500
380,892,60,0,70.0,11184,0,0,0,0,0,0,0,10,0,0,0,0,6,5,1978,1978,1,0,0,0,0,92.0,0,0,0,0,0,0,6,226,5,500,192,0,1,0,0,0,1683,0,0,2,1,3,1,0,7,0,1,1,0,1978.0,2,2,440,0,0,0,243,0,0,0,0,0,0,0,0,0,7,2009,0,2601,0,172500
381,295,20,0,80.0,9600,0,0,0,0,0,0,0,0,0,0,0,2,6,5,1953,1953,1,0,0,0,2,238.0,0,0,0,0,0,0,1,1285,0,0,131,0,0,0,0,0,1644,1,0,1,0,3,1,0,7,0,2,3,0,1953.0,1,2,418,0,0,0,110,0,0,0,0,0,0,0,0,0,10,2009,0,3060,0,167000
382,781,20,0,63.0,7875,0,0,0,0,0,0,0,6,0,0,0,2,7,5,1995,1996,0,0,0,0,0,38.0,0,0,1,1,2,0,2,0,0,0,1237,0,1,0,0,0,1253,0,0,2,0,3,1,0,6,0,1,1,0,1995.0,1,2,402,0,0,0,220,21,0,0,0,0,0,0,0,0,6,2007,0,2490,0,176000
383,1225,60,0,60.0,15384,0,0,1,0,0,0,0,6,4,0,0,0,7,5,2004,2005,0,0,2,2,1,0.0,1,0,1,1,0,3,1,724,0,0,64,0,2,0,0,0,1490,1,0,2,1,3,1,2,8,0,1,3,0,2004.0,1,2,388,0,0,0,100,75,0,0,0,0,0,0,0,0,2,2008,0,2278,0,184000
384,638,190,1,50.0,6000,0,0,0,0,0,0,0,11,0,0,3,4,5,4,1954,1954,0,0,4,1,1,0.0,0,0,0,0,0,0,2,0,0,0,811,0,0,0,2,0,1387,0,0,2,0,3,2,2,7,0,0,2,3,1954.0,0,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2009,0,2198,0,93000
385,1289,120,0,40.0,5664,0,0,1,0,0,0,0,17,0,0,2,2,8,5,2000,2000,0,0,7,9,1,0.0,1,0,1,1,0,0,1,1158,0,0,343,0,2,0,0,0,1659,1,0,2,0,2,1,1,5,0,1,5,0,2000.0,1,2,499,0,0,0,212,59,0,0,0,0,0,0,0,0,10,2009,0,3160,0,278000
386,1226,80,0,65.0,10482,0,0,0,0,0,0,0,0,0,0,0,1,6,8,1958,1958,1,0,2,2,0,63.0,0,1,0,0,0,3,1,507,0,0,81,0,2,0,0,0,1138,0,1,1,0,3,1,0,6,0,0,2,0,1958.0,2,1,264,0,0,0,224,0,0,0,0,0,0,4,0,0,6,2007,0,1726,0,145000
387,1090,120,2,37.0,3316,0,2,1,0,0,0,0,9,0,0,2,2,8,5,2005,2005,0,0,5,5,1,0.0,1,0,1,1,0,0,1,1039,0,0,208,0,2,0,0,0,1247,1,0,1,1,1,1,2,4,0,1,3,0,2005.0,1,2,550,0,0,0,0,84,0,0,0,0,0,0,0,0,4,2006,0,2494,0,197000
388,266,20,0,78.0,12090,0,0,1,0,0,0,0,16,0,0,0,2,6,6,1981,1981,0,0,5,5,0,210.0,0,1,0,1,0,0,1,588,6,228,606,0,0,0,0,0,1422,0,0,2,0,3,1,2,7,0,1,1,0,1981.0,1,2,576,0,0,0,276,0,0,0,0,0,0,2,0,0,6,2008,0,2844,0,175500
389,1096,20,0,78.0,9317,0,0,1,0,0,0,0,1,0,0,0,2,6,5,2006,2006,0,0,2,2,1,0.0,1,0,1,1,0,0,1,24,0,0,1290,0,1,0,0,0,1314,0,0,2,0,3,1,2,6,0,1,3,0,2006.0,2,2,440,0,0,0,0,22,0,0,0,0,0,0,0,0,3,2007,0,2628,0,176432
390,814,20,0,75.0,9750,0,0,0,0,0,0,0,0,0,0,0,2,6,6,1958,1958,0,0,5,5,0,243.0,0,0,0,0,0,0,4,608,0,0,834,0,1,0,0,0,1442,0,0,1,1,4,1,0,7,0,0,2,0,1958.0,2,1,301,0,0,0,0,0,275,0,0,0,0,0,1,500,4,2007,4,2884,0,157900
391,594,120,1,69.45,4435,0,0,0,0,0,0,0,1,0,0,2,2,6,5,2003,2003,0,0,2,2,0,170.0,1,0,1,1,0,3,1,685,0,0,163,0,2,0,0,0,848,1,0,1,0,1,1,2,4,0,0,2,0,2003.0,1,2,420,0,0,0,140,0,0,0,0,0,0,0,0,0,5,2009,0,1696,0,140000
392,222,60,0,69.45,8068,0,0,1,0,0,0,0,6,0,0,0,0,6,5,2002,2002,0,0,2,2,1,0.0,1,0,1,1,0,0,2,0,0,0,1010,0,2,0,0,0,2267,0,0,2,1,4,1,2,8,0,1,1,3,2002.0,2,2,390,0,0,0,120,46,0,0,0,0,0,0,0,0,12,2009,6,3277,0,200000
393,1166,20,0,79.0,9541,0,0,1,0,0,0,0,8,0,0,0,2,7,5,2009,2009,0,0,2,2,2,268.0,1,0,1,1,0,0,2,0,0,0,1502,0,2,0,0,0,1502,0,0,2,0,3,1,2,7,0,0,2,0,2009.0,2,2,644,0,0,0,0,114,0,0,0,0,0,0,0,0,9,2009,1,3004,1,233170
394,1094,20,0,71.0,9230,0,0,0,0,0,2,0,0,3,0,0,2,5,8,1965,1998,1,0,5,5,0,166.0,0,0,0,0,0,4,1,661,0,0,203,0,1,0,0,0,1200,1,0,1,1,1,1,2,6,0,0,2,1,1977.0,0,2,884,0,0,0,0,64,0,0,0,0,0,1,0,0,10,2006,0,2064,0,146000
395,922,90,0,67.0,8777,0,0,0,0,0,0,0,5,3,0,1,4,5,7,1900,2003,0,0,5,5,1,0.0,0,0,0,0,0,0,5,1084,0,0,188,0,1,0,0,0,2200,2,0,2,2,4,2,0,9,0,0,2,4,1900.0,3,0,0,1,0,1,0,70,0,0,0,0,0,2,0,0,9,2008,0,3472,0,145900
396,773,80,0,94.0,7819,0,0,0,0,0,0,0,5,0,0,0,1,6,5,1976,1976,0,0,1,4,1,0.0,0,0,0,0,0,3,5,422,4,127,480,0,0,0,0,0,1117,1,0,1,0,3,1,0,6,0,1,1,1,1976.0,0,2,672,0,0,0,144,0,0,0,0,0,0,1,0,0,3,2010,0,2146,3,107000
397,1190,60,0,60.0,7500,0,0,0,0,0,0,0,6,0,0,0,0,7,5,1999,1999,0,0,2,2,1,0.0,0,0,1,0,0,0,2,0,0,0,994,0,1,0,0,0,1804,0,0,2,1,3,1,2,7,0,1,1,0,1999.0,1,2,442,0,0,0,140,60,0,0,0,0,0,0,0,0,6,2010,0,2798,0,189000
398,903,60,0,63.0,7875,0,0,0,0,0,0,0,6,0,0,0,0,7,5,2003,2003,0,0,2,2,1,0.0,1,0,1,1,0,0,2,0,0,0,783,0,2,0,0,0,1509,0,0,2,1,3,1,2,8,0,1,3,0,2003.0,1,2,393,0,0,0,0,75,0,0,0,0,0,0,0,0,7,2006,0,2292,0,180000
399,548,85,0,54.0,7244,0,0,0,0,0,0,0,12,0,0,0,3,5,7,1970,1970,0,0,2,2,1,0.0,0,1,0,1,0,3,5,619,0,0,149,0,2,0,0,0,768,1,0,1,0,2,1,0,5,0,0,2,1,1987.0,0,2,624,0,0,0,104,0,0,0,0,0,0,0,0,0,4,2007,0,1536,0,129500
400,388,80,0,72.0,7200,0,0,0,0,0,0,0,5,0,0,0,1,6,6,1976,1976,1,0,5,5,0,255.0,0,0,0,0,0,3,5,631,0,0,410,0,2,0,0,0,1125,1,0,1,0,3,1,0,6,0,1,0,1,1977.0,0,1,352,0,0,0,296,0,0,0,0,0,0,3,0,0,10,2009,0,2166,3,125000
401,647,20,0,60.0,7200,0,0,0,0,0,0,0,0,0,0,0,2,5,5,1950,1950,1,0,5,5,1,0.0,0,0,0,2,1,2,3,0,1,0,0,0,1,0,0,0,1048,0,0,1,0,3,1,0,7,4,0,2,1,1950.0,0,2,420,0,0,0,0,27,0,0,0,0,0,0,0,0,7,2008,0,1048,0,98300
402,129,60,0,69.0,7590,0,0,0,0,0,0,0,0,1,0,0,0,6,5,1966,1966,0,0,2,2,0,266.0,0,0,0,0,0,0,0,512,0,0,148,0,0,0,0,0,1348,0,0,1,1,3,1,0,6,0,1,0,0,1966.0,2,2,453,0,0,0,188,108,0,0,0,0,0,0,0,0,7,2006,0,2008,0,155000
403,155,30,1,84.0,11340,0,0,0,0,0,2,0,11,0,0,0,2,6,5,1923,1950,0,0,4,1,1,0.0,0,0,2,0,0,0,2,0,0,0,1200,0,0,0,2,0,1200,0,0,1,0,4,1,0,7,0,0,2,1,1923.0,0,1,312,2,2,0,0,0,228,0,0,0,0,0,0,0,3,2006,0,2400,2,125000
404,399,30,1,60.0,8967,0,0,0,0,0,2,0,14,0,0,0,2,5,2,1920,1950,0,0,5,5,1,0.0,0,2,2,4,4,0,2,0,0,0,961,0,1,0,3,0,1077,0,0,1,0,2,1,0,6,2,0,2,1,1920.0,0,1,338,5,3,1,0,0,0,0,0,0,0,0,0,0,11,2007,0,2038,3,67000
405,679,20,0,80.0,11844,0,0,1,0,0,0,0,17,0,0,0,2,8,5,2008,2008,1,0,2,2,2,464.0,1,0,1,3,0,4,2,0,0,0,2046,0,2,0,0,0,2046,0,0,2,1,3,1,2,7,0,1,3,0,2008.0,1,3,834,0,0,0,322,82,0,0,0,0,0,0,0,0,7,2009,1,4092,1,372500
406,1372,80,0,80.0,9600,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1955,1996,1,0,8,10,1,0.0,0,0,0,0,0,3,0,831,0,0,161,0,1,0,0,0,1661,1,0,1,0,3,1,2,8,0,1,1,3,1955.0,2,1,377,0,0,0,0,28,0,0,178,0,0,1,0,0,10,2008,0,2653,0,165500
407,852,120,0,69.45,3196,0,0,0,0,0,0,0,13,0,0,2,2,8,5,2003,2003,0,0,2,2,0,40.0,1,0,1,1,0,1,2,0,0,0,1273,0,2,0,0,0,1456,0,0,2,0,2,1,2,7,0,1,1,0,2003.0,1,2,400,0,0,0,143,20,0,0,0,0,0,0,0,0,5,2006,0,2729,0,215000
408,163,20,0,95.0,12182,0,0,0,0,0,2,0,8,0,0,0,2,7,5,2005,2005,0,0,2,2,0,226.0,1,0,1,1,0,4,0,1201,0,0,340,0,2,0,0,0,1541,0,0,2,0,3,1,2,7,0,1,3,0,2005.0,2,2,532,0,0,0,0,70,0,0,0,0,0,0,0,0,5,2010,1,3082,1,220000
409,602,50,1,50.0,9000,0,0,0,2,0,0,0,14,0,0,0,4,6,6,1937,1950,0,0,4,1,1,0.0,0,1,1,0,0,0,2,0,0,0,780,0,0,0,0,0,1375,0,0,1,1,3,1,2,6,0,1,3,1,1979.0,0,1,544,0,0,2,0,162,0,0,126,0,0,0,0,0,12,2007,0,2155,0,141000
410,445,60,0,70.0,8750,0,0,0,0,0,0,0,1,0,0,0,0,7,5,1994,1995,0,0,2,2,1,0.0,1,1,1,1,0,0,1,642,0,0,273,0,2,0,0,0,1908,1,0,2,1,4,1,2,8,0,1,1,0,1994.0,0,2,493,0,0,0,144,133,0,0,0,0,0,0,0,0,7,2008,0,2823,0,210000
411,1421,60,0,90.0,11700,0,0,0,0,0,2,0,16,0,0,0,0,6,6,1968,1968,0,0,0,0,0,420.0,0,0,0,0,0,0,5,404,0,0,304,0,1,0,0,0,1416,0,0,2,1,3,1,0,7,0,1,1,0,1968.0,2,2,776,0,0,0,0,169,0,0,119,0,0,0,0,0,5,2006,0,2124,0,179900
412,895,90,0,64.0,7018,0,0,0,2,0,0,0,7,0,0,1,2,5,5,1979,1979,0,0,1,4,1,0.0,0,0,3,2,1,2,3,0,1,0,0,0,0,0,0,0,1535,0,0,2,0,4,2,0,8,0,0,2,0,1979.0,0,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,1535,4,118858
413,1367,60,0,68.0,9179,0,0,1,0,0,0,0,1,0,0,0,0,7,5,1999,1999,0,0,2,2,0,158.0,1,0,1,1,0,0,1,633,0,0,240,0,2,0,0,0,1790,1,0,2,1,3,1,2,7,0,0,2,0,1999.0,2,2,588,0,0,0,0,88,0,0,0,0,0,0,0,0,6,2008,0,2663,3,193000
414,953,85,0,60.0,7200,0,0,0,0,0,0,0,1,0,0,0,3,5,8,1972,2003,0,0,9,0,1,0.0,0,1,0,1,0,3,1,660,0,0,108,0,1,0,0,0,768,0,1,1,0,2,1,0,5,0,0,2,1,1974.0,1,1,396,0,0,0,192,0,0,0,0,0,0,1,0,0,4,2009,0,1536,0,133900
415,1048,20,0,57.0,9245,0,0,2,0,0,0,0,1,0,0,0,2,5,5,1994,1995,0,0,2,2,1,0.0,0,0,1,1,0,0,1,686,0,0,304,0,2,0,0,0,990,0,1,1,0,3,1,0,5,0,0,2,1,1996.0,0,2,672,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2008,0,1980,0,145000
416,580,50,1,81.0,12150,0,1,0,0,0,0,0,11,0,0,0,4,5,5,1954,1954,0,0,5,5,0,335.0,0,0,2,0,0,0,2,0,0,0,1050,0,2,1,1,0,1795,0,0,2,0,4,1,0,7,0,0,2,0,1954.0,0,1,352,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2008,0,2845,0,131500
417,208,20,0,69.45,12493,0,0,1,0,0,0,0,0,0,0,0,2,4,5,1960,1960,0,0,4,1,1,0.0,0,0,1,0,0,0,5,419,5,306,375,0,0,0,0,0,1100,1,0,1,0,3,1,0,6,0,1,4,0,1960.0,2,1,312,0,0,0,355,0,0,0,0,0,0,3,0,0,4,2008,0,2200,0,141000
418,407,50,0,51.0,10480,0,0,0,0,0,0,0,20,0,0,0,4,6,5,1936,1950,0,0,5,5,1,0.0,0,0,2,0,0,0,2,0,0,0,1064,0,2,0,2,473,1639,0,0,1,0,3,1,0,6,2,0,2,1,1936.0,0,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2008,0,2230,0,115000
419,1059,60,0,96.0,11308,0,0,1,0,0,0,0,8,0,0,0,0,9,5,2008,2008,0,0,2,2,2,154.0,2,0,1,3,0,3,1,936,0,0,168,0,2,0,0,0,2184,1,0,2,1,3,1,1,10,0,1,3,0,2008.0,1,3,836,0,0,0,0,102,0,0,0,0,0,0,0,0,7,2009,0,3288,0,335000
420,828,20,0,65.0,8529,0,0,1,0,0,0,0,7,0,0,0,2,7,5,2001,2001,0,0,2,2,1,0.0,1,0,1,1,0,0,1,20,0,0,1434,0,2,0,0,0,1434,0,0,2,0,3,1,2,6,0,1,1,0,2001.0,2,2,527,0,0,0,290,39,0,0,0,0,0,0,0,0,4,2009,0,2888,0,189000
421,302,60,0,66.0,16226,0,0,3,0,0,0,0,1,0,0,0,0,8,5,1998,1999,0,0,2,2,1,0.0,1,0,1,1,0,0,1,281,0,0,747,0,2,0,0,0,2452,0,0,2,1,4,1,2,9,0,1,1,3,1998.0,1,2,683,0,0,0,208,50,0,0,0,0,0,0,0,0,5,2007,0,3480,0,267000
422,1410,60,0,46.0,20544,0,0,1,0,0,1,0,16,0,0,0,0,7,6,1986,1991,0,0,1,4,0,123.0,0,1,0,1,0,0,2,0,0,0,791,0,1,0,0,0,2093,0,0,2,1,3,1,0,7,0,1,1,0,1986.0,1,2,542,0,0,0,364,63,0,0,0,0,0,1,0,0,11,2008,0,2884,0,215000
423,84,20,0,80.0,8892,0,0,1,0,0,0,0,0,0,0,0,2,5,5,1960,1960,0,0,5,5,3,66.0,0,0,0,0,0,0,2,0,0,0,1065,0,1,0,0,0,1065,0,0,1,1,3,1,0,6,0,0,2,1,1974.0,0,2,461,0,0,0,74,0,0,0,0,0,0,0,0,0,7,2007,4,2130,0,126500
424,414,30,1,56.0,8960,0,1,0,0,0,0,0,11,2,0,0,2,5,6,1927,1950,0,0,9,8,1,0.0,0,0,0,0,0,0,2,0,0,0,1008,0,1,0,2,0,1028,0,0,1,0,2,1,0,5,0,1,3,1,1927.0,0,2,360,0,0,0,0,0,130,0,0,0,0,0,0,0,3,2010,0,2036,0,115000
425,63,120,0,44.0,6442,0,0,1,0,0,0,0,8,0,0,2,2,8,5,2006,2006,0,0,2,2,2,178.0,1,0,1,1,2,4,1,24,0,0,1346,0,2,0,0,0,1370,0,0,2,0,2,1,2,6,0,1,3,0,2006.0,2,2,484,0,0,0,120,49,0,0,0,0,0,0,0,0,10,2007,0,2740,0,202500
426,736,75,1,60.0,10800,0,0,0,0,0,0,0,11,0,0,0,7,7,7,1914,1970,0,0,4,1,1,0.0,0,0,2,1,0,4,4,390,0,0,490,1,3,1,0,0,1768,0,0,1,1,2,1,0,6,0,2,1,1,1914.0,0,2,320,0,0,1,0,341,0,0,0,0,0,0,0,0,10,2006,0,2648,0,163000
427,907,20,0,116.0,13501,0,0,1,0,0,2,0,9,0,0,0,2,8,5,2006,2006,0,0,2,2,2,208.0,1,0,1,1,0,0,1,63,0,0,1560,0,2,0,0,0,1636,1,0,2,0,3,1,2,8,0,1,3,0,2006.0,2,3,865,0,0,0,0,60,0,0,0,0,0,0,0,0,6,2007,0,3259,0,255000
428,824,50,0,60.0,9900,0,0,0,0,0,0,0,20,0,0,0,4,6,7,1940,1950,0,0,2,2,1,0.0,0,0,2,0,0,0,2,0,0,0,778,0,0,0,0,0,1489,0,0,2,0,3,1,0,7,0,1,3,1,1940.0,0,1,240,0,0,0,335,0,0,0,0,0,0,3,0,0,7,2009,0,2267,0,139500
429,77,20,0,69.45,8475,0,0,1,0,0,0,0,0,0,0,0,2,4,7,1956,1956,0,0,2,2,1,0.0,0,0,0,0,0,0,5,228,0,0,724,0,2,0,2,0,952,0,0,1,0,2,1,0,4,0,0,2,1,1956.0,0,1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2008,0,1904,0,135750
